Customer ID,Region,State,City,Postal Code,AddressID,Category,Sub-Category,CategoryID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,Product ID,Product Name,Sales,Quantity,Discount,Profit,Catalogue price,Supplier price
BH-11710,West,California,Los Angeles,90032,A000004,Furniture,Tables,C0003,11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Brosina Hoffman,Consumer,United States,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,170618,9,0.2,8530,23696,18009
BH-11710,West,California,Los Angeles,90032,A000004,Technology,Phones,C0014,12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Brosina Hoffman,Consumer,United States,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,91142,4,0.2,6835,28482,21076
AA-10480,South,North Carolina,Concord,28027,A000005,Office Supplies,Paper,C0008,13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,Andrew Allen,Consumer,United States,OFF-PA-10002365,Xerox 1967,1555,3,0.2,544,648,336
IM-15070,West,Washington,Seattle,98103,A000006,Office Supplies,Binders,C0010,14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,Irene Maddox,Consumer,United States,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,40797,3,0.2,13259,16998,9179
HP-14815,Central,Texas,Fort Worth,76106,A000007,Office Supplies,Appliances,C0009,15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,Harold Pawlan,Home Office,United States,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",6881,5,0.8,-12385,6881,3853
HP-14815,Central,Texas,Fort Worth,76106,A000007,Office Supplies,Binders,C0010,16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,Harold Pawlan,Home Office,United States,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,254,3,0.8,-381,424,211
PK-19075,Central,Wisconsin,Madison,53711,A000008,Office Supplies,Storage,C0012,17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,Pete Kriz,Consumer,United States,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",66588,6,0.0,1331,11098,10876
AG-10270,West,Utah,West Jordan,84084,A000009,Office Supplies,Storage,C0012,18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,Alejandro Grove,Consumer,United States,OFF-ST-10000107,Fellowes Super Stor/Drawer,5550,2,0.0,999,2775,2275
ZD-21925,West,California,San Francisco,94109,A000010,Office Supplies,Art,C0011,19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,OFF-AR-10003056,Newell 341,856,2,0.0,248,428,303
ZD-21925,West,California,San Francisco,94109,A000010,Technology,Phones,C0014,20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,TEC-PH-10001949,Cisco SPA 501G IP Phone,21348,3,0.2,1601,8894,6582
ZD-21925,West,California,San Francisco,94109,A000010,Office Supplies,Binders,C0010,21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,Zuschuss Donatelli,Consumer,United States,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",2272,4,0.2,738,710,383
KB-16585,Central,Nebraska,Fremont,68025,A000011,Office Supplies,Art,C0011,22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,United States,OFF-AR-10000246,Newell 318,1946,7,0.0,505,278,205
KB-16585,Central,Nebraska,Fremont,68025,A000011,Office Supplies,Appliances,C0009,23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Ken Black,Corporate,United States,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",6034,7,0.0,1568,862,637
SF-20065,East,Pennsylvania,Philadelphia,19140,A000012,Furniture,Chairs,C0002,24,US-2017-156909,2017-07-16,2017-07-18,Second Class,Sandra Flanagan,Consumer,United States,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",7137,2,0.3,-101,5098,3619
EB-13870,West,Utah,Orem,84057,A000013,Furniture,Tables,C0003,25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,Emily Burns,Consumer,United States,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,104463,3,0.0,24026,34821,26812
EH-13945,West,California,Los Angeles,90049,A000014,Office Supplies,Binders,C0010,26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,United States,OFF-BI-10001634,Wilson Jones Active Use Binders,1164,2,0.2,422,727,371
EH-13945,West,California,Los Angeles,90049,A000014,Technology,Accessories,C0015,27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,Eric Hoffmann,Consumer,United States,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,9057,3,0.0,1177,3019,2626
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Furniture,Bookcases,C0001,28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",308343,7,0.5,-166505,88097,67835
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Office Supplies,Binders,C0010,29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,961,2,0.7,-705,1602,833
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Furniture,Furnishings,C0004,30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",12420,3,0.2,1552,5174,3622
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Office Supplies,Envelopes,C0007,31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,OFF-EN-10001509,Poly String Tie Envelopes,326,2,0.2,110,203,108
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Office Supplies,Art,C0011,32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",8630,6,0.2,970,1798,1276
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Office Supplies,Binders,C0010,33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",685,6,0.7,-571,380,209
TB-21520,East,Pennsylvania,Philadelphia,19140,A000015,Office Supplies,Art,C0011,34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,Tracy Blumstein,Consumer,United States,OFF-AR-10001683,Lumber Crayons,1576,2,0.2,354,985,610
MA-17560,Central,Texas,Houston,77095,A000016,Office Supplies,Paper,C0008,35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,Matt Abelman,Home Office,United States,OFF-PA-10000249,Easy-staple paper,2947,3,0.2,994,1228,650
GH-14485,Central,Texas,Richardson,75080,A000017,Technology,Phones,C0014,36,CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,United States,TEC-PH-10004977,GE 30524EE4,109754,7,0.2,12347,19598,13915
GH-14485,Central,Texas,Richardson,75080,A000017,Furniture,Furnishings,C0004,37,CA-2016-117590,2016-12-08,2016-12-10,First Class,Gene Hale,Corporate,United States,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",19092,5,0.6,-14796,9546,6777
SN-20710,Central,Texas,Houston,77041,A000018,Office Supplies,Envelopes,C0007,38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",11332,9,0.2,3541,1574,865
SN-20710,Central,Texas,Houston,77041,A000018,Furniture,Bookcases,C0001,39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",53239,3,0.32,-4697,26098,19312
SN-20710,Central,Texas,Houston,77041,A000018,Furniture,Chairs,C0002,40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",21205,3,0.3,-1514,10097,7573
SN-20710,Central,Texas,Houston,77041,A000018,Technology,Phones,C0014,41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Steve Nguyen,Home Office,United States,TEC-PH-10000486,Plantronics HL10 Handset Lifter,37116,4,0.2,4175,11599,8235
LC-16930,Central,Illinois,Naperville,60540,A000019,Technology,Phones,C0014,42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,Linda Cazamias,Corporate,United States,TEC-PH-10004093,Panasonic Kx-TS550,14716,4,0.2,1655,4599,3265
RA-19885,West,California,Los Angeles,90049,A000020,Office Supplies,Storage,C0012,43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,Ruben Ausman,Corporate,United States,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",7788,2,0.0,389,3894,3699
ES-14080,South,Florida,Melbourne,32935,A000021,Office Supplies,Storage,C0012,44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,Erin Smith,Corporate,United States,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",9561,2,0.2,956,5976,4302
ON-18715,Central,Minnesota,Eagan,55122,A000022,Technology,Accessories,C0015,45,CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,United States,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",4598,2,0.0,1977,2299,1310
ON-18715,Central,Minnesota,Eagan,55122,A000022,Office Supplies,Binders,C0010,46,CA-2016-118255,2016-03-11,2016-03-13,First Class,Odella Nelson,Corporate,United States,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,1746,2,0.0,820,873,462
PO-18865,Central,Michigan,Westland,48185,A000023,Office Supplies,Storage,C0012,47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,Patrick O'Donnell,Consumer,United States,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",21196,4,0.0,847,5299,5087
LH-16900,East,Delaware,Dover,19901,A000024,Technology,Accessories,C0015,48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,United States,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,4500,3,0.0,495,1500,1335
LH-16900,East,Delaware,Dover,19901,A000024,Technology,Phones,C0014,49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Lena Hernandez,Consumer,United States,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2180,2,0.0,610,1090,784
DP-13000,Central,Indiana,New Albany,47150,A000025,Office Supplies,Binders,C0010,50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",3822,6,0.0,1796,637,337
DP-13000,Central,Indiana,New Albany,47150,A000025,Office Supplies,Labels,C0013,51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,OFF-LA-10002762,Avery 485,7518,6,0.0,3533,1253,664
DP-13000,Central,Indiana,New Albany,47150,A000025,Furniture,Furnishings,C0004,52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,FUR-FU-10001706,Longer-Life Soft White Bulbs,616,2,0.0,295,308,160
DP-13000,Central,Indiana,New Albany,47150,A000025,Furniture,Chairs,C0002,53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Darren Powers,Consumer,United States,FUR-CH-10003061,"Global Leather Task Chair, Black",8999,1,0.0,1709,8999,7289
JM-15265,East,New York,New York City,10024,A000026,Office Supplies,Fasteners,C0006,54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,OFF-FA-10000304,Advantus Push Pins,1526,7,0.0,625,218,128
JM-15265,East,New York,New York City,10024,A000026,Technology,Phones,C0014,55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Janet Molinari,Corporate,United States,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,102995,5,0.0,29868,20599,14625
TB-21055,East,New York,Troy,12180,A000027,Office Supplies,Storage,C0012,56,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,OFF-ST-10000604,Home/Office Personal File Carts,20856,6,0.0,5214,3476,2607
TB-21055,East,New York,Troy,12180,A000027,Office Supplies,Paper,C0008,57,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,OFF-PA-10001569,Xerox 232,3240,5,0.0,1555,648,336
TB-21055,East,New York,Troy,12180,A000027,Furniture,Chairs,C0002,58,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,FUR-CH-10003968,Novimex Turbo Task Chair,31941,5,0.1,709,7098,6246
TB-21055,East,New York,Troy,12180,A000027,Office Supplies,Paper,C0008,59,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",1456,2,0.0,698,728,378
TB-21055,East,New York,Troy,12180,A000027,Technology,Accessories,C0015,60,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3000,2,0.0,330,1500,1335
TB-21055,East,New York,Troy,12180,A000027,Office Supplies,Binders,C0010,61,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,OFF-BI-10001460,Plastic Binding Combs,4848,4,0.2,1636,1514,802
TB-21055,East,New York,Troy,12180,A000027,Office Supplies,Art,C0011,62,CA-2016-111682,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,OFF-AR-10001868,Prang Dustless Chalk Sticks,168,1,0.0,84,168,84
KM-16720,West,California,Los Angeles,90004,A000028,Technology,Accessories,C0015,63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",1398,2,0.0,615,699,391
KM-16720,West,California,Los Angeles,90004,A000028,Office Supplies,Binders,C0010,64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",2582,6,0.2,936,538,274
KM-16720,West,California,Los Angeles,90004,A000028,Office Supplies,Paper,C0008,65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,OFF-PA-10003892,Xerox 1943,14672,3,0.0,6896,4891,2592
KM-16720,West,California,Los Angeles,90004,A000028,Furniture,Furnishings,C0004,66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Kunst Miller,Consumer,United States,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,7976,4,0.0,2233,1994,1435
PS-18970,Central,Illinois,Chicago,60610,A000029,Furniture,Chairs,C0002,67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,Paul Stevenson,Home Office,United States,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",21311,5,0.3,-1522,6089,4566
BS-11590,West,Arizona,Gilbert,85234,A000030,Office Supplies,Art,C0011,68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,United States,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",111302,8,0.2,11130,17390,12521
BS-11590,West,Arizona,Gilbert,85234,A000030,Technology,Phones,C0014,69,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Brendan Sweed,Corporate,United States,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,16796,4,0.2,6298,5248,2624
KD-16270,South,Virginia,Springfield,22153,A000031,Office Supplies,Paper,C0008,70,CA-2016-119823,2016-06-04,2016-06-06,First Class,Karen Daniels,Consumer,United States,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",7588,2,0.0,3566,3794,2010
HM-14980,East,New York,New York City,10009,A000032,Office Supplies,Binders,C0010,71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Henry MacAllister,Consumer,United States,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,461,1,0.2,173,577,288
TB-21520,Central,Michigan,Jackson,49201,A000033,Office Supplies,Paper,C0008,72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,Tracy Blumstein,Consumer,United States,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",1905,3,0.0,876,635,342
JE-15745,South,Tennessee,Memphis,38109,A000034,Furniture,Chairs,C0002,73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,FUR-CH-10000513,High-Back Leather Manager's Chair,83193,8,0.2,-11439,12999,11829
JE-15745,South,Tennessee,Memphis,38109,A000034,Furniture,Furnishings,C0004,74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",9704,2,0.2,121,6065,4791
JE-15745,South,Tennessee,Memphis,38109,A000034,Office Supplies,Storage,C0012,75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,Joel Eaton,Consumer,United States,OFF-ST-10004123,Safco Industrial Wire Shelving System,7278,1,0.2,-1819,9098,9098
KB-16600,Central,Texas,Houston,77041,A000035,Office Supplies,Binders,C0010,76,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,OFF-BI-10004182,Economy Binders,124,3,0.8,-193,208,106
KB-16600,Central,Texas,Houston,77041,A000035,Furniture,Furnishings,C0004,77,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",970,3,0.6,-582,809,517
KB-16600,Central,Texas,Houston,77041,A000035,Office Supplies,Storage,C0012,78,US-2017-118038,2017-12-09,2017-12-11,First Class,Ken Brennan,Corporate,United States,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",2724,3,0.2,272,1135,817
JE-15745,Central,Texas,Houston,77070,A000036,Furniture,Furnishings,C0004,79,US-2014-147606,2014-11-26,2014-12-01,Second Class,Joel Eaton,Consumer,United States,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1930,5,0.6,-1447,965,675
SC-20770,South,Alabama,Decatur,35601,A000037,Office Supplies,Appliances,C0009,80,CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",20816,1,0.0,5620,20816,15195
SC-20770,South,Alabama,Decatur,35601,A000037,Office Supplies,Binders,C0010,81,CA-2016-127208,2016-06-12,2016-06-15,First Class,Stewart Carmichael,Corporate,United States,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,1673,3,0.0,803,557,290
DN-13690,West,California,San Francisco,94122,A000038,Office Supplies,Art,C0011,82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1490,5,0.0,417,298,214
DN-13690,West,California,San Francisco,94122,A000038,Office Supplies,Storage,C0012,83,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Duane Noonan,Consumer,United States,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",2139,1,0.0,620,2139,1518
JC-16105,South,North Carolina,Durham,27707,A000039,Office Supplies,Envelopes,C0007,84,CA-2015-149734,2015-09-03,2015-09-08,Standard Class,Julie Creighton,Corporate,United States,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,20098,7,0.2,6280,3589,1973
CS-12400,Central,Illinois,Chicago,60623,A000040,Office Supplies,Storage,C0012,85,US-2017-119662,2017-11-13,2017-11-16,First Class,Christopher Schild,Home Office,United States,OFF-ST-10003656,Safco Industrial Wire Shelving,23037,3,0.2,-4895,9599,9311
PO-18865,South,South Carolina,Columbia,29203,A000041,Furniture,Chairs,C0002,86,CA-2017-140088,2017-05-28,2017-05-30,Second Class,Patrick O'Donnell,Consumer,United States,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,30195,2,0.0,3321,15097,13437
PG-18895,Central,Minnesota,Rochester,55901,A000042,Technology,Accessories,C0015,87,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,United States,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1998,1,0.0,679,1998,1319
PG-18895,Central,Minnesota,Rochester,55901,A000042,Office Supplies,Labels,C0013,88,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Paul Gonzalez,Consumer,United States,OFF-LA-10000134,Avery 511,616,2,0.0,295,308,160
GM-14455,Central,Texas,Houston,77095,A000043,Office Supplies,Storage,C0012,89,CA-2016-159695,2016-04-05,2016-04-10,Second Class,Gary Mitchum,Home Office,United States,OFF-ST-10003442,Eldon Portable Mobile Manager,15836,7,0.2,1385,2827,2064
JS-15685,West,California,Los Angeles,90036,A000044,Office Supplies,Art,C0011,90,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,2010,3,0.0,663,670,448
JS-15685,West,California,Los Angeles,90036,A000044,Technology,Phones,C0014,91,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,TEC-PH-10004093,Panasonic Kx-TS550,7358,2,0.2,827,4599,3265
JS-15685,West,California,Los Angeles,90036,A000044,Office Supplies,Paper,C0008,92,CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Jim Sink,Corporate,United States,OFF-PA-10000304,Xerox 1995,648,1,0.0,311,648,336
KB-16315,Central,Minnesota,Minneapolis,55407,A000045,Office Supplies,Paper,C0008,93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,OFF-PA-10003177,Xerox 1999,1296,2,0.0,622,648,336
KB-16315,Central,Minnesota,Minneapolis,55407,A000045,Furniture,Furnishings,C0004,94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",5334,3,0.0,1653,1778,1226
KB-16315,Central,Minnesota,Minneapolis,55407,A000045,Office Supplies,Binders,C0010,95,CA-2015-149587,2015-01-31,2015-02-05,Second Class,Karl Braun,Consumer,United States,OFF-BI-10002852,Ibico Standard Transparent Covers,3296,2,0.0,1615,1648,840
RB-19705,West,Oregon,Portland,97206,A000046,Office Supplies,Binders,C0010,96,US-2017-109484,2017-11-06,2017-11-12,Standard Class,Roger Barcio,Home Office,United States,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,568,1,0.7,-378,1893,947
PN-18775,East,New York,New York City,10009,A000047,Furniture,Furnishings,C0004,97,CA-2017-161018,2017-11-09,2017-11-11,Second Class,Parhena Norris,Home Office,United States,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,9653,7,0.0,4054,1379,799
KD-16345,West,California,San Francisco,94122,A000048,Office Supplies,Binders,C0010,98,CA-2017-157833,2017-06-17,2017-06-20,First Class,Katherine Ducich,Consumer,United States,OFF-BI-10001721,Trimflex Flexible Post Binders,5131,3,0.2,1795,2138,1111
ER-13855,Central,Minnesota,Saint Paul,55106,A000049,Office Supplies,Appliances,C0009,99,CA-2016-149223,2016-09-06,2016-09-11,Standard Class,Elpida Rittenbach,Corporate,United States,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,7788,6,0.0,2258,1297,921
RB-19465,Central,Illinois,Chicago,60610,A000050,Office Supplies,Paper,C0008,100,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Rick Bensley,Home Office,United States,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,6462,7,0.2,2261,1154,600
